block_number,flat_type,level_number,unit_id,unit_number,area_sqm,price
99A,4-Room,#05,7829,626,93,558700
99A,4-Room,#05,7846,628,93,546500
99A,4-Room,#05,7864,630,93,558700
99A,4-Room,#05,7882,632,93,570900
99A,4-Room,#05,7900,634,93,570900
99A,4-Room,#05,7918,636,93,570900
99A,4-Room,#05,7936,638,93,570900
99A,4-Room,#04,7792,622,93,555600
99A,4-Room,#04,7810,624,93,555600
99A,4-Room,#04,7828,626,93,549500
99A,4-Room,#04,7845,628,93,531200
99A,4-Room,#04,7863,630,93,543400
99A,4-Room,#04,7881,632,93,561700
99A,4-Room,#04,7899,634,93,555600
99A,4-Room,#04,7917,636,93,549500
99A,4-Room,#04,7935,638,93,555600
99A,4-Room,#03,7791,622,93,540300
99A,4-Room,#03,7809,624,93,540300
99A,4-Room,#03,7827,626,93,540300
99A,4-Room,#03,7844,628,93,515900
99A,4-Room,#03,7862,630,93,528100
99A,4-Room,#03,7880,632,93,552500
99A,4-Room,#03,7898,634,93,540300
99A,4-Room,#03,7916,636,93,528100
99A,4-Room,#03,7934,638,93,540300
99A,4-Room,#02,7790,622,93,531100
99A,4-Room,#02,7808,624,93,531100
99A,4-Room,#02,7826,626,93,531100
99A,4-Room,#02,7843,628,93,506700
99A,4-Room,#02,7861,630,93,518900
99A,4-Room,#02,7879,632,93,543300
99A,4-Room,#02,7897,634,93,531100
99A,4-Room,#02,7915,636,93,518900
99A,4-Room,#02,7933,638,93,531100
99B,4-Room,#19,7968,640,93,613200
99B,4-Room,#19,7986,642,93,613200
99B,4-Room,#19,8026,648,93,613200
99B,4-Room,#19,8044,650,93,613200
99B,4-Room,#19,8062,652,93,601000
99B,4-Room,#19,8080,654,93,613200
99B,4-Room,#19,8098,656,93,607100
99B,4-Room,#19,8116,658,93,613200
99B,4-Room,#18,7967,640,93,613200
99B,4-Room,#18,7985,642,93,613200
99B,4-Room,#18,8025,648,93,613200
99B,4-Room,#18,8043,650,93,613200
99B,4-Room,#18,8061,652,93,601000
99B,4-Room,#18,8079,654,93,613200
99B,4-Room,#18,8097,656,93,607100
99B,4-Room,#18,8115,658,93,613200
99B,4-Room,#17,7966,640,93,610800
99B,4-Room,#17,7984,642,93,610800
99B,4-Room,#17,8024,648,93,610800
99B,4-Room,#17,8042,650,93,610800
99B,4-Room,#17,8060,652,93,598600
99B,4-Room,#17,8078,654,93,610800
99B,4-Room,#17,8096,656,93,604700
99B,4-Room,#17,8114,658,93,610800
99B,4-Room,#16,7965,640,93,608400
99B,4-Room,#16,7983,642,93,608400
99B,4-Room,#16,8023,648,93,608400
99B,4-Room,#16,8041,650,93,608400
99B,4-Room,#16,8059,652,93,596200
99B,4-Room,#16,8077,654,93,608400
99B,4-Room,#16,8095,656,93,602300
99B,4-Room,#16,8113,658,93,608400
99B,4-Room,#15,7964,640,93,606000
99B,4-Room,#15,7982,642,93,606000
99B,4-Room,#15,7997,644,93,603600
99B,4-Room,#15,8008,646,93,603600
99B,4-Room,#15,8022,648,93,606000
99B,4-Room,#15,8040,650,93,606000
99B,4-Room,#15,8058,652,93,593800
99B,4-Room,#15,8076,654,93,606000
99B,4-Room,#15,8094,656,93,599900
99B,4-Room,#15,8112,658,93,606000
99B,4-Room,#14,7963,640,93,603600
99B,4-Room,#14,7981,642,93,603600
99B,4-Room,#14,7996,644,93,603600
99B,4-Room,#14,8007,646,93,603600
99B,4-Room,#14,8021,648,93,603600
99B,4-Room,#14,8039,650,93,603600
99B,4-Room,#14,8057,652,93,591400
99B,4-Room,#14,8075,654,93,603600
99B,4-Room,#14,8093,656,93,597500
99B,4-Room,#14,8111,658,93,603600
99B,4-Room,#13,7962,640,93,601200
99B,4-Room,#13,7980,642,93,601200
99B,4-Room,#13,7995,644,93,601200
99B,4-Room,#13,8006,646,93,601200
99B,4-Room,#13,8020,648,93,601200
99B,4-Room,#13,8038,650,93,601200
99B,4-Room,#13,8056,652,93,589000
99B,4-Room,#13,8074,654,93,601200
99B,4-Room,#13,8092,656,93,595100
99B,4-Room,#13,8110,658,93,601200
99B,4-Room,#12,7961,640,93,598800
99B,4-Room,#12,7979,642,93,598800
99B,4-Room,#12,7994,644,93,598800
99B,4-Room,#12,8005,646,93,598800
99B,4-Room,#12,8019,648,93,598800
99B,4-Room,#12,8037,650,93,598800
99B,4-Room,#12,8055,652,93,586600
99B,4-Room,#12,8073,654,93,598800
99B,4-Room,#12,8091,656,93,592700
99B,4-Room,#12,8109,658,93,598800
99B,4-Room,#11,7960,640,93,596400
99B,4-Room,#11,7978,642,93,596400
99B,4-Room,#11,7993,644,93,596400
99B,4-Room,#11,8004,646,93,596400
99B,4-Room,#11,8018,648,93,596400
99B,4-Room,#11,8036,650,93,596400
99B,4-Room,#11,8054,652,93,584200
99B,4-Room,#11,8072,654,93,596400
99B,4-Room,#11,8090,656,93,590300
99B,4-Room,#11,8108,658,93,596400
99B,4-Room,#10,7959,640,93,594000
99B,4-Room,#10,7977,642,93,594000
99B,4-Room,#10,7992,644,93,594000
99B,4-Room,#10,8003,646,93,594000
99B,4-Room,#10,8017,648,93,594000
99B,4-Room,#10,8035,650,93,594000
99B,4-Room,#10,8053,652,93,581800
99B,4-Room,#10,8071,654,93,594000
99B,4-Room,#10,8089,656,93,587900
99B,4-Room,#10,8107,658,93,594000
99B,4-Room,#09,7958,640,93,591600
99B,4-Room,#09,7976,642,93,591600
99B,4-Room,#09,7991,644,93,591600
99B,4-Room,#09,8002,646,93,591600
99B,4-Room,#09,8016,648,93,591600
99B,4-Room,#09,8034,650,93,591600
99B,4-Room,#09,8052,652,93,579400
99B,4-Room,#09,8070,654,93,591600
99B,4-Room,#09,8088,656,93,585500
99B,4-Room,#09,8106,658,93,591600
99B,4-Room,#08,7957,640,93,589200
99B,4-Room,#08,7975,642,93,589200
99B,4-Room,#08,7990,644,93,589200
99B,4-Room,#08,8001,646,93,589200
99B,4-Room,#08,8015,648,93,589200
99B,4-Room,#08,8033,650,93,589200
99B,4-Room,#08,8051,652,93,577000
99B,4-Room,#08,8069,654,93,589200
99B,4-Room,#08,8087,656,93,583100
99B,4-Room,#08,8105,658,93,589200
99B,4-Room,#07,7956,640,93,583100
99B,4-Room,#07,7974,642,93,583100
99B,4-Room,#07,7989,644,93,583100
99B,4-Room,#07,8000,646,93,583100
99B,4-Room,#07,8014,648,93,583100
99B,4-Room,#07,8032,650,93,583100
99B,4-Room,#07,8050,652,93,570900
99B,4-Room,#07,8068,654,93,583100
99B,4-Room,#07,8086,656,93,577000
99B,4-Room,#07,8104,658,93,583100
99B,4-Room,#06,7955,640,93,577000
99B,4-Room,#06,7973,642,93,577000
99B,4-Room,#06,7988,644,93,577000
99B,4-Room,#06,7999,646,93,577000
99B,4-Room,#06,8013,648,93,577000
99B,4-Room,#06,8031,650,93,577000
99B,4-Room,#06,8049,652,93,564800
99B,4-Room,#06,8067,654,93,577000
99B,4-Room,#06,8085,656,93,570900
99B,4-Room,#06,8103,658,93,577000
99B,4-Room,#05,7954,640,93,570900
99B,4-Room,#05,7972,642,93,570900
99B,4-Room,#05,7987,644,93,570900
99B,4-Room,#05,7998,646,93,570900
99B,4-Room,#05,8012,648,93,570900
99B,4-Room,#05,8030,650,93,570900
99B,4-Room,#05,8048,652,93,558700
99B,4-Room,#05,8066,654,93,570900
99B,4-Room,#05,8084,656,93,564800
99B,4-Room,#05,8102,658,93,570900
99B,4-Room,#04,7953,640,93,555600
99B,4-Room,#04,7971,642,93,549500
99B,4-Room,#04,8011,648,93,555600
99B,4-Room,#04,8029,650,93,555600
99B,4-Room,#04,8047,652,93,549500
99B,4-Room,#04,8065,654,93,561700
99B,4-Room,#04,8083,656,93,555600
99B,4-Room,#04,8101,658,93,555600
99B,4-Room,#03,7952,640,93,540300
99B,4-Room,#03,7970,642,93,528100
99B,4-Room,#03,8010,648,93,546400
99B,4-Room,#03,8028,650,93,540300
99B,4-Room,#03,8046,652,93,540300
99B,4-Room,#03,8064,654,93,552500
99B,4-Room,#03,8082,656,93,546400
99B,4-Room,#03,8100,658,93,540300
99B,4-Room,#02,7951,640,93,531100
99B,4-Room,#02,7969,642,93,518900
99B,4-Room,#02,8009,648,93,537200
99B,4-Room,#02,8027,650,93,531100
99B,4-Room,#02,8045,652,93,531100
99B,4-Room,#02,8063,654,93,543300
99B,4-Room,#02,8081,656,93,537200
99B,4-Room,#02,8099,658,93,531100
